original_title,popularity,revenue,release_date,runtime,vote_average,vote_count,budget,genres
Enchanted,11.447798,340487652.0,2007.9166666666667,107.0,6.6,1512.0,85000000.0,"['Comedy', 'Family', 'Fantasy', 'Romance']"
This Christmas,2.501209,0.0,2007.9166666666667,117.0,7.2,30.0,13000000.0,"['Comedy', 'Drama']"
Om Shanti Om,4.384156,37707444.0,2007.9166666666667,170.0,7.2,85.0,9100000.0,"['Comedy', 'Drama', 'Romance']"
I Am Legend,11.379355,585349010.0,2008.0,101.0,6.9,4977.0,150000000.0,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
I'm Not There.,9.351557,4001121.0,2007.8333333333333,135.0,6.6,202.0,20000000.0,"['Drama', 'Music']"
Juno,11.791591,231411584.0,2008.0,96.0,7.0,2313.0,7500000.0,"['Comedy', 'Drama', 'Romance']"
Goodbye Bafana,10.480169,0.0,2007.1666666666667,140.0,7.0,38.0,30000000.0,"['History', 'Drama']"
The Bucket List,9.070643,175372502.0,2008.0,97.0,7.0,1138.0,45000000.0,"['Drama', 'Comedy']"
Fall from Grace,0.411575,0.0,2007.25,71.0,7.3,4.0,7000.0,['Documentary']
The Kite Runner,5.970067,73276047.0,2007.8333333333333,128.0,7.3,405.0,20000000.0,['Drama']
Allegro,0.462846,0.0,2005.75,88.0,7.4,7.0,1500000.0,"['Drama', 'Foreign', 'Romance', 'Science Fiction']"
Sweeney Todd: The Demon Barber of Fleet Street,10.038401,152000000.0,2008.0,116.0,7.0,1745.0,50000000.0,"['Drama', 'Horror', 'Music']"
There Will Be Blood,8.200627,77208711.0,2008.0,158.0,7.9,1581.0,25000000.0,['Drama']
Walk Hard: The Dewey Cox Story,7.219935,18317151.0,2008.0,96.0,6.6,214.0,35000000.0,"['Comedy', 'Music']"
The Great Debaters,8.735448,30226144.0,2008.0,126.0,6.9,153.0,15000000.0,['Drama']
P.S. I Love You,10.304881,156835339.0,2007.9166666666667,126.0,7.0,1011.0,30000000.0,"['Drama', 'Romance']"
Taare Zameen Par,6.093304,28430000.0,2008.0,165.0,7.7,194.0,2600000.0,['Drama']
[REC],8.504511,30448000.0,2007.3333333333333,78.0,7.1,954.0,1500000.0,"['Horror', 'Mystery']"
Flawless,6.496913,6819587.0,2007.75,108.0,6.6,142.0,20000000.0,"['Crime', 'Drama', 'Thriller']"
Trade,13.033004,0.0,2007.0833333333333,120.0,6.8,69.0,12000000.0,"['Drama', 'Thriller']"
In Bruges,9.895652,34533783.0,2008.1666666666667,107.0,7.4,1414.0,15000000.0,"['Comedy', 'Drama', 'Crime']"
"Clean, Shaven",3.143971,0.0,1993.75,79.0,7.0,24.0,68000.0,"['Drama', 'Crime']"
Future by Design,0.259383,0.0,2006.5,86.0,7.6,6.0,250000.0,['Documentary']
Rise of the Footsoldier,11.397219,0.0,2007.75,119.0,6.8,80.0,4000000.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
U2 3D,0.900864,22730842.0,2007.4166666666667,85.0,6.7,10.0,15000000.0,"['Music', 'Documentary']"
Taxi to the Dark Side,6.415898,274661.0,2007.3333333333333,106.0,6.6,53.0,1000000.0,['Documentary']
The Bank Job,8.732701,64822796.0,2008.1666666666667,112.0,6.6,708.0,20000000.0,"['Thriller', 'Crime', 'Drama']"
Hallam Foe,8.762536,60641.0,2007.1666666666667,95.0,6.8,51.0,8000000.0,"['Drama', 'Comedy', 'Thriller']"
Zeitgeist,4.777597,0.0,2007.5,118.0,7.0,173.0,7000000.0,"['Documentary', 'History']"
Justice League: The New Frontier,7.031719,5231128.0,2008.1666666666667,75.0,6.6,115.0,3500000.0,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
The Dark Knight,123.167259,1004558444.0,2008.5833333333333,152.0,8.3,12269.0,185000000.0,"['Drama', 'Action', 'Crime', 'Thriller']"
Quiet City,0.404753,15425.0,2007.25,78.0,6.6,7.0,2500.0,"['Drama', 'Romance']"
Ji jie hao,7.404835,34786960.0,2007.8333333333333,124.0,7.1,35.0,16000000.0,"['Action', 'History']"
Julia,2.002032,1300000.0,2008.1666666666667,138.0,7.2,23.0,6000000.0,['Drama']
À l'intérieur,8.159445,0.0,2007.5,79.0,6.7,152.0,3000000.0,['Horror']
Son of Rambow,7.391932,6870249.0,2007.0833333333333,96.0,6.7,146.0,4000000.0,['Comedy']
La sconosciuta,3.732055,0.0,2006.8333333333333,118.0,7.1,49.0,8000000.0,"['Drama', 'Mystery']"
Iron Man,22.073099,585174222.0,2008.3333333333333,126.0,7.4,8951.0,140000000.0,"['Action', 'Science Fiction', 'Adventure']"
Taken,16.367481,226830568.0,2008.1666666666667,93.0,7.2,4444.0,25000000.0,"['Action', 'Thriller']"
Stargate: The Ark of Truth,9.218164,8900000.0,2008.25,97.0,6.9,143.0,7000000.0,"['Adventure', 'Science Fiction']"
An American Crime,7.478007,0.0,2007.5833333333333,97.0,7.3,165.0,2000000.0,"['Crime', 'Drama']"
Kung Fu Panda,16.897541,631744560.0,2008.5,90.0,6.9,3231.0,130000000.0,"['Adventure', 'Animation', 'Family', 'Comedy']"
ゆきゆきて、神軍,0.151224,0.0,1987.6666666666667,122.0,7.5,7.0,222000.0,"['Documentary', 'Foreign']"
Mio fratello è figlio unico,4.391819,6463286.0,2007.3333333333333,108.0,6.7,61.0,5000000.0,['Comedy']
Spiral,2.034737,0.0,2007.0833333333333,90.0,6.6,23.0,1500000.0,"['Drama', 'Thriller']"
WALL·E,16.088366,521311860.0,2008.5,98.0,7.8,6439.0,180000000.0,"['Animation', 'Family']"
The Penalty,0.971225,0.0,1920.6666666666667,90.0,6.6,11.0,89000.0,"['Crime', 'Drama', 'Horror']"
Bienvenue chez les ch'tis,7.250134,53191886.0,2008.0833333333333,106.0,6.7,638.0,11000000.0,['Comedy']
Katyń,4.230046,14723313.0,2007.75,118.0,6.7,50.0,5200000.0,"['Drama', 'History', 'War']"
Naboer,6.619629,0.0,2005.25,75.0,6.6,42.0,2400000.0,"['Horror', 'Mystery', 'Thriller']"
デスノート,9.570657,27793200.0,2006.5,126.0,6.8,163.0,20000000.0,"['Fantasy', 'Mystery', 'Thriller']"
Stargate: Continuum,7.627484,0.0,2008.5833333333333,98.0,6.8,151.0,7000000.0,"['Adventure', 'Science Fiction']"
Watchmen,16.551503,185258983.0,2009.25,163.0,7.0,2892.0,130000000.0,"['Action', 'Mystery', 'Science Fiction']"
Watching the Detectives,3.155603,0.0,2007.4166666666667,90.0,6.6,17.0,2000000.0,"['Comedy', 'Romance']"
Felon,9.094276,0.0,2008.5833333333333,103.0,7.1,239.0,2900000.0,"['Action', 'Crime', 'Drama']"
Hogfather,4.167059,0.0,2007.0,185.0,6.9,41.0,9364800.0,"['Drama', 'Fantasy']"
Bottle Shock,3.334353,4040588.0,2008.6666666666667,110.0,6.6,60.0,5000000.0,"['Comedy', 'Drama']"
Vicky Cristina Barcelona,9.648539,96408652.0,2008.6666666666667,96.0,6.7,1050.0,15000000.0,"['Drama', 'Romance']"
Batman: Gotham Knight,10.178874,0.0,2008.5833333333333,75.0,6.7,171.0,3500000.0,"['Animation', 'Action', 'Adventure']"
Eve and the Fire Horse,0.079412,0.0,2005.75,92.0,7.0,2.0,1500000.0,['Drama']
내 머리 속의 지우개,5.216663,0.0,2004.9166666666667,144.0,7.6,75.0,4200000.0,"['Drama', 'Romance']"
Pineapple Express,8.461369,101624843.0,2008.6666666666667,111.0,6.6,1169.0,27000000.0,"['Action', 'Comedy']"
Chi bi,11.867516,127814609.0,2008.5833333333333,150.0,7.1,207.0,80341000.0,"['Adventure', 'Drama', 'Action']"
The Good Humor Man,0.336161,0.0,2008.1666666666667,112.0,7.0,2.0,1000000.0,['Comedy']
Vals Im Bashir,7.636625,11125849.0,2008.5,90.0,7.8,294.0,2000000.0,"['Drama', 'Animation', 'War']"
Låt den rätte komma in,7.274237,10785801.0,2008.0833333333333,115.0,7.5,997.0,4000000.0,"['Horror', 'Drama']"
Traitor,7.859606,23530831.0,2008.6666666666667,114.0,6.6,210.0,22000000.0,"['Drama', 'Action', 'Thriller', 'Crime']"
The Burning Plain,7.02914,0.0,2008.5833333333333,111.0,6.6,104.0,20000000.0,"['Drama', 'Romance']"
导火线,7.039209,0.0,2007.5833333333333,88.0,6.8,70.0,8000000.0,['Action']
Six Shooter,2.737149,0.0,2004.0833333333333,27.0,7.5,42.0,200000.0,['Comedy']
Martyrs,7.716326,0.0,2008.75,99.0,7.3,581.0,6500000.0,"['Horror', 'Drama', 'Thriller']"
Red,3.520622,0.0,2008.8333333333333,90.0,6.9,51.0,2500000.0,"['Drama', 'Thriller']"
"The Tulse Luper Suitcases, Part 1: The Moab Story",0.524432,25800.0,2003.4166666666667,127.0,7.8,5.0,10000000.0,"['War', 'Drama', 'History', 'Adventure', 'Romance', 'Thriller']"
"Synecdoche, New York",6.295807,0.0,2008.8333333333333,124.0,7.4,286.0,21000000.0,['Drama']
The Secret Life of Bees,6.390463,38105395.0,2008.75,114.0,7.4,159.0,11000000.0,['Adventure']
Die Welle,6.010332,19000000.0,2008.25,107.0,7.5,870.0,7500000.0,"['Drama', 'Thriller']"
The Express,4.929912,9793496.0,2008.8333333333333,130.0,7.1,71.0,40000000.0,['Drama']
RockNRolla,7.263988,25739015.0,2008.75,114.0,6.9,851.0,18000000.0,"['Action', 'Crime', 'Thriller']"
Адмиралъ,3.462653,38135878.0,2008.5,123.0,6.8,41.0,2000000.0,"['Drama', 'War', 'History']"
Changeling,11.672394,113020255.0,2008.0833333333333,141.0,7.3,1151.0,55000000.0,"['Crime', 'Drama', 'Mystery']"
The Road,14.958098,27635305.0,2009.9166666666667,111.0,6.8,1113.0,32000000.0,"['Adventure', 'Drama']"
Slumdog Millionaire,11.258181,377910544.0,2008.4166666666667,120.0,7.6,2918.0,15000000.0,"['Drama', 'Romance']"
Caótica Ana,4.502465,0.0,2007.6666666666667,119.0,6.9,19.0,6500000.0,"['Comedy', 'Drama']"
JCVD,6.670933,276891.0,2008.5,96.0,6.6,155.0,6000000.0,"['Drama', 'Action', 'Comedy', 'Crime']"
Milk,10.680121,54586584.0,2008.9166666666667,128.0,7.1,628.0,20000000.0,"['History', 'Drama']"
The Boy in the Striped Pyjamas,8.912738,20416563.0,2008.4166666666667,94.0,7.7,1492.0,12500000.0,"['War', 'Drama']"
Fireproof,5.329195,33456317.0,2008.75,122.0,7.0,100.0,500000.0,['Drama']
Cadillac Records,8.878391,0.0,2009.0,109.0,6.9,89.0,12000000.0,"['Drama', 'History', 'Music']"
Che: Part One,5.68041,0.0,2008.75,134.0,6.8,209.0,30000000.0,"['Drama', 'History', 'War']"
Che: Part Two,7.500907,0.0,2009.0833333333333,131.0,6.7,155.0,40000000.0,"['Drama', 'History', 'War']"
Doubt,9.278263,50907234.0,2008.9166666666667,104.0,7.0,445.0,20000000.0,"['Drama', 'Mystery']"
僕の彼女はサイボーグ,2.781309,0.0,2008.4166666666667,120.0,6.6,32.0,8500000.0,"['Action', 'Comedy', 'Science Fiction']"
Gran Torino,14.794228,269958228.0,2009.0,116.0,7.8,3181.0,33000000.0,['Drama']
The Reader,7.931732,113019290.0,2009.0,124.0,7.2,835.0,32000000.0,"['Drama', 'Romance']"
Seven Pounds,21.708267,168167691.0,2009.0,123.0,7.5,2092.0,55000000.0,['Drama']
The Wrestler,7.903956,44703995.0,2008.75,109.0,7.3,1031.0,6000000.0,"['Drama', 'Romance']"
The Curious Case of Benjamin Button,17.934821,333932083.0,2008.9166666666667,166.0,7.3,3398.0,150000000.0,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']"
Valkyrie,8.635464,200276000.0,2009.0,121.0,6.7,1195.0,75000000.0,"['Drama', 'Thriller', 'History', 'War']"
秒速5センチメートル,11.324028,0.0,2007.25,63.0,7.3,403.0,5000000.0,"['Animation', 'Drama', 'Romance']"
Ben X,3.873511,0.0,2007.6666666666667,90.0,7.0,90.0,1500000.0,['Drama']
Revolutionary Road,12.265867,75225693.0,2009.0,119.0,6.8,824.0,35000000.0,"['Drama', 'Romance']"
Blackadder Back & Forth,2.613528,0.0,2000.0,33.0,7.1,54.0,4250000.0,"['Comedy', 'History']"
Loft,7.236542,0.0,2008.8333333333333,118.0,7.1,71.0,4185000.0,"['Drama', 'Mystery', 'Romance', 'Thriller']"
Defiance,13.990891,51155219.0,2009.0,137.0,6.7,580.0,32000000.0,"['Action', 'Drama', 'History', 'War']"
Marley & Me,9.729748,244082376.0,2009.0,115.0,6.9,1392.0,60000000.0,"['Comedy', 'Family']"
崖の上のポニョ,8.470945,187479518.0,2008.5833333333333,100.0,7.5,953.0,41677699.0,"['Animation', 'Family']"
葉問,6.004257,21888598.0,2009.0,108.0,7.5,1309.0,11715578.0,"['Drama', 'Action', 'History']"
Los cronocrímenes,8.623982,553198.0,2007.75,92.0,7.0,313.0,2600000.0,"['Science Fiction', 'Thriller']"
Die große Ekstase des Bildschnitzers Steiner,0.801549,0.0,1974.0833333333333,45.0,7.4,16.0,22500.0,['Documentary']
Coraline,16.639915,124596398.0,2009.1666666666667,100.0,7.3,1432.0,60000000.0,"['Animation', 'Family']"
Two Lovers,8.032616,3148182.0,2008.9166666666667,110.0,6.6,157.0,12000000.0,"['Drama', 'Romance']"
Robinson in Space,0.100451,0.0,1997.0833333333333,78.0,7.5,2.0,700000.0,"['Documentary', 'Foreign']"
Nuremberg,2.278704,0.0,2000.5833333333333,180.0,7.6,23.0,24000000.0,['Drama']
Away We Go,6.590093,14899417.0,2009.5,98.0,6.7,189.0,17000000.0,"['Drama', 'Comedy', 'Romance']"
Il Divo,7.728333,11260366.0,2008.4166666666667,110.0,7.5,166.0,7275000.0,['Drama']
"좋은 놈, 나쁜 놈, 이상한 놈",8.218314,0.0,2008.5833333333333,130.0,7.1,196.0,10000000.0,"['Action', 'Adventure', 'Comedy']"
The English Surgeon,0.528211,0.0,2009.5833333333333,93.0,8.7,7.0,350000.0,"['Documentary', 'Foreign']"
Maria Larssons eviga ögonblick,2.109176,0.0,2008.75,131.0,7.9,16.0,70000000.0,['Drama']
Dr. Horrible's Sing-Along Blog,8.927994,3.0,2008.5833333333333,42.0,7.8,236.0,200000.0,"['Adventure', 'Action', 'Comedy', 'Science Fiction', 'Music']"
Män som hatar kvinnor,9.858687,104345682.0,2009.1666666666667,152.0,7.4,1020.0,13000000.0,"['Drama', 'Thriller', 'Crime', 'Mystery']"
Der Baader Meinhof Komplex,5.155749,0.0,2008.75,150.0,7.1,157.0,27000000.0,"['Action', 'Crime', 'Drama', 'History', 'Thriller']"
Nothing But the Truth,8.719145,186702.0,2009.0,108.0,6.9,134.0,11500000.0,"['Drama', 'Thriller']"
The Boat That Rocked,8.395618,36348784.0,2009.3333333333333,116.0,7.2,678.0,50000000.0,"['Drama', 'Comedy']"
Inglourious Basterds,16.89564,319131050.0,2009.6666666666667,153.0,7.9,6598.0,70000000.0,"['Drama', 'Action', 'Thriller', 'War']"
State of Play,8.905732,87784194.0,2009.3333333333333,127.0,6.7,489.0,60000000.0,['Action']
The Damned United,11.545627,0.0,2009.25,97.0,7.2,156.0,10000000.0,['Drama']
Moon,13.336773,9760104.0,2009.5,97.0,7.6,1831.0,5000000.0,"['Science Fiction', 'Drama']"
Aamir,0.765555,0.0,2008.5,99.0,6.7,12.0,364000.0,['Thriller']
The Young Victoria,8.437587,27409889.0,2009.25,105.0,7.1,330.0,35000000.0,['Drama']
Star Trek,15.362632,385680446.0,2009.4166666666667,127.0,7.4,4574.0,150000000.0,"['Science Fiction', 'Action', 'Adventure']"
赤壁 2,7.309903,121059225.0,2009.0833333333333,136.0,7.1,110.0,80000000.0,"['War', 'Action', 'Drama', 'History', 'Thriller']"
Earth,15.30326,109000000.0,2007.3333333333333,90.0,7.5,136.0,15000000.0,['Documentary']
The Brothers Bloom,7.973126,5530764.0,2008.75,114.0,6.8,206.0,20000000.0,"['Adventure', 'Comedy', 'Drama', 'Romance']"
The Soloist,11.328316,31720158.0,2009.3333333333333,109.0,6.6,237.0,60000000.0,['Drama']
Up,19.330884,735099082.0,2009.4166666666667,96.0,7.8,7048.0,175000000.0,"['Animation', 'Comedy', 'Family', 'Adventure']"
OSS 117 : Rio ne répond plus,8.637416,0.0,2009.3333333333333,100.0,7.0,306.0,31165200.0,"['Crime', 'Action', 'Comedy', 'Adventure']"
The Hangover,23.947351,459270619.0,2009.5,100.0,7.2,6324.0,35000000.0,['Comedy']
Special,2.003309,7202.0,2006.0833333333333,81.0,6.6,32.0,1000000.0,"['Drama', 'Fantasy', 'Science Fiction']"
Flammen & Citronen,3.46355,0.0,2008.25,130.0,6.8,68.0,6500000.0,"['Crime', 'Drama', 'History', 'War']"
The Proposal,8.058337,317375031.0,2009.5,108.0,6.7,1858.0,40000000.0,"['Comedy', 'Romance', 'Drama']"
Dillinger,8.005804,2000000.0,1973.5833333333333,107.0,6.7,23.0,1000000.0,"['Action', 'Crime', 'Drama']"
The Hurt Locker,9.403724,42000000.0,2008.8333333333333,131.0,7.2,1881.0,15000000.0,"['Drama', 'Thriller', 'War']"
Whatever Works,8.930341,35097815.0,2009.5,92.0,6.8,365.0,15000000.0,"['Comedy', 'Romance']"
My Sister's Keeper,6.793972,95714875.0,2009.5,109.0,7.1,614.0,30000000.0,['Drama']
(500) Days of Summer,16.376657,60722734.0,2009.5833333333333,95.0,7.2,2993.0,7500000.0,"['Comedy', 'Drama', 'Romance']"
Harry Potter and the Half-Blood Prince,19.083723,933959197.0,2009.5833333333333,153.0,7.4,5435.0,250000000.0,"['Adventure', 'Fantasy', 'Family']"
Orphan,8.730934,41596251.0,2009.5833333333333,123.0,6.7,1296.0,20000000.0,"['Horror', 'Thriller', 'Mystery']"
District 9,11.589835,210819611.0,2009.6666666666667,112.0,7.3,3451.0,30000000.0,['Science Fiction']
Julie & Julia,8.142089,129540499.0,2009.6666666666667,123.0,6.6,579.0,40000000.0,"['Romance', 'Drama']"
Max Manus,4.75876,0.0,2009.0,118.0,6.9,81.0,8.0,"['Drama', 'History', 'War']"
Kill Buljo,0.629188,0.0,2007.25,93.0,6.6,12.0,160000.0,"['Action', 'Adventure', 'Comedy']"
The Time Traveler's Wife,13.682598,101229792.0,2009.6666666666667,107.0,6.7,815.0,39000000.0,"['Drama', 'Romance', 'Fantasy']"
Tetro,2.90333,113221.0,2009.5,127.0,6.7,49.0,15000000.0,"['Drama', 'Mystery']"
Bronson,9.521043,2260712.0,2008.8333333333333,92.0,6.9,756.0,230000.0,"['Drama', 'Action', 'Crime']"
Five Graves to Cairo,1.121417,1200000.0,1943.4166666666667,96.0,6.9,22.0,855000.0,"['Thriller', 'War']"
El secreto de sus ojos,11.251632,33965843.0,2009.6666666666667,129.0,7.8,638.0,2000000.0,"['Crime', 'Drama', 'Mystery', 'Romance']"
9.0,18.502877,48428063.0,2009.6666666666667,79.0,6.6,1291.0,30000000.0,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']"
Seven Sinners,0.792053,0.0,1940.8333333333333,87.0,6.6,5.0,760000.0,"['Comedy', 'Drama', 'Romance']"
Das weisse Band,11.059855,0.0,2009.4166666666667,144.0,7.2,263.0,15238800.0,"['Crime', 'Drama', 'Mystery']"
박쥐,5.213648,0.0,2009.3333333333333,133.0,7.0,198.0,5000000.0,"['Drama', 'Horror', 'Thriller']"
Bright Star,14.337355,4440055.0,2009.9166666666667,119.0,6.8,111.0,8500000.0,"['Drama', 'Romance']"
Capitalism: A Love Story,6.032166,17436509.0,2009.75,120.0,7.0,168.0,20000000.0,['Documentary']
A Serious Man,7.971424,31430334.0,2009.8333333333333,105.0,6.6,492.0,7000000.0,"['Comedy', 'Drama']"
City Island,7.016044,6670712.0,2009.25,104.0,6.9,114.0,6000000.0,"['Drama', 'Comedy']"
Trick 'r Treat,10.304654,0.0,2007.8333333333333,82.0,6.7,389.0,12000000.0,"['Horror', 'Thriller']"
Whip It,14.511442,16633035.0,2009.75,111.0,6.7,366.0,15000000.0,['Drama']
Zombieland,11.063029,102391382.0,2009.8333333333333,88.0,7.2,3655.0,23600000.0,"['Comedy', 'Horror']"
An Education,8.593196,26096852.0,2009.8333333333333,100.0,6.9,423.0,7500000.0,"['Drama', 'Romance']"
Jab We Met,3.959411,4600000.0,2007.8333333333333,145.0,7.2,55.0,2300000.0,"['Drama', 'Comedy', 'Romance']"
Law Abiding Citizen,16.639047,126690726.0,2009.8333333333333,109.0,7.2,1522.0,53000000.0,"['Drama', 'Crime', 'Thriller']"
Mary and Max,8.888393,1725381.0,2009.1666666666667,92.0,7.8,596.0,590235.0,"['Animation', 'Comedy', 'Drama']"
Up in the Air,8.338562,163670000.0,2009.75,109.0,6.7,1246.0,25000000.0,"['Drama', 'Romance']"
Forever,0.554205,0.0,2006.8333333333333,97.0,10.0,1.0,130.0,['Documentary']
Michael Jackson's This Is It,7.015456,0.0,2009.8333333333333,111.0,6.7,253.0,60000000.0,"['Music', 'Documentary']"
Black Dynamite,10.92143,296557.0,2009.8333333333333,90.0,7.3,204.0,2900000.0,"['Action', 'Comedy']"
웰컴 투 동막골,4.222195,33579813.0,2005.6666666666667,133.0,7.7,49.0,8.0,"['War', 'Comedy', 'Drama', 'History']"
Fantastic Mr. Fox,8.695893,46471023.0,2009.8333333333333,87.0,7.5,1206.0,40000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']"
A Christmas Carol,12.869273,325233863.0,2009.9166666666667,96.0,6.6,1137.0,200000000.0,"['Animation', 'Drama']"
Grey Gardens,2.947074,0.0,2009.3333333333333,104.0,6.7,35.0,12000000.0,"['Drama', 'History']"
Goemon,5.074153,16000000.0,2009.25,128.0,6.8,37.0,9000000.0,"['Action', 'Drama', 'Fantasy']"
Los abrazos rotos,6.777379,0.0,2009.25,127.0,7.1,167.0,18000000.0,"['Drama', 'Romance', 'Thriller']"
Precious,8.293548,47536959.0,2009.9166666666667,110.0,6.9,426.0,10000000.0,['Drama']
The Messenger,5.499937,1521261.0,2009.9166666666667,113.0,7.0,120.0,6500000.0,"['Drama', 'History']"
Celda 211,8.075698,19300483.0,2009.9166666666667,110.0,7.3,288.0,5700000.0,"['Action', 'Thriller', 'Drama']"
Brothers,9.108917,43318349.0,2009.0833333333333,104.0,6.8,650.0,26000000.0,"['Drama', 'Thriller', 'War']"
The Blind Side,12.753109,309208309.0,2009.9166666666667,129.0,7.2,1626.0,29000000.0,['Drama']
Me and Orson Welles,3.600917,2336172.0,2009.9166666666667,114.0,6.6,50.0,25000000.0,"['Comedy', 'Drama', 'Romance']"
Trucker,1.963322,0.0,2008.3333333333333,90.0,6.8,16.0,2000000.0,['Drama']
A Single Man,10.952545,0.0,2009.8333333333333,101.0,7.3,475.0,7000000.0,"['Drama', 'Romance']"
The Lovely Bones,12.738789,93525586.0,2010.0,136.0,6.6,1101.0,65000000.0,"['Fantasy', 'Drama']"
Invictus,9.109838,122233971.0,2010.0,134.0,7.0,1150.0,60000000.0,"['Drama', 'History']"
The Princess and the Frog,16.616517,267045765.0,2010.0,97.0,6.7,1293.0,105000000.0,"['Romance', 'Family', 'Animation', 'Music']"
Avatar,185.070892,2787965087.0,2010.0,162.0,7.2,12114.0,237000000.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
Sherlock Holmes,15.68604,524028679.0,2010.0,128.0,7.0,5883.0,90000000.0,"['Action', 'Adventure', 'Crime', 'Mystery']"
Crazy Heart,9.347931,39462438.0,2010.0,112.0,6.8,279.0,7000000.0,"['Drama', 'Music', 'Romance']"
गुरु,2.925476,31000000.0,2007.0833333333333,166.0,6.7,24.0,4700000.0,['Drama']
Lady Windermere's Fan,0.49755,0.0,1926.0,120.0,8.5,2.0,320000.0,['Comedy']
Pontypool,6.407207,32000.0,2009.25,93.0,6.6,187.0,1500000.0,"['Horror', 'Mystery', 'Science Fiction']"
Hachi: A Dog's Tale,8.621359,47801389.0,2009.5,93.0,7.7,1769.0,16000000.0,"['Drama', 'Family']"
The Book of Eli,14.39853,157107755.0,2010.0833333333333,118.0,6.6,2207.0,80000000.0,"['Action', 'Thriller', 'Science Fiction']"
Luftslottet som sprängdes,8.405013,43498108.0,2009.9166666666667,147.0,7.0,451.0,4000000.0,"['Action', 'Thriller', 'Crime', 'Mystery']"
Un prophète,6.892315,0.0,2009.6666666666667,155.0,7.5,398.0,13000000.0,"['Crime', 'Drama']"
Soul Kitchen,4.79386,17872796.0,2009.75,99.0,7.0,117.0,5000000.0,"['Drama', 'Comedy']"
Jos rakastat,0.368731,0.0,2010.0833333333333,121.0,7.5,4.0,2000000.0,"['Drama', 'Comedy']"
Blood and Bone,12.673118,0.0,2009.1666666666667,93.0,6.6,131.0,3700000.0,"['Drama', 'Action', 'Thriller']"
3 Idiots,7.675621,70000000.0,2010.0,170.0,7.8,850.0,9000000.0,"['Drama', 'Comedy', 'Romance']"
Cabiria,0.704028,0.0,1914.5,148.0,6.8,22.0,210.0,"['Drama', 'History']"
Triangle,10.217404,0.0,2009.8333333333333,99.0,6.9,623.0,12000000.0,['Horror']
Fish Tank,6.070216,2357852.0,2009.4166666666667,123.0,6.9,256.0,3000000.0,['Drama']
Rane,0.732884,150000.0,1998.4166666666667,103.0,7.2,16.0,10000.0,"['War', 'Drama', 'Comedy', 'Crime']"
Shutter Island,15.813629,294804195.0,2010.1666666666667,138.0,7.8,6559.0,80000000.0,"['Drama', 'Thriller', 'Mystery']"
Trailer Park Boys: Countdown to Liquor Day,3.093829,0.0,2009.75,101.0,7.0,42.0,3500000.0,"['Comedy', 'Crime']"
The Ghost Writer,6.76482,60222298.0,2010.1666666666667,128.0,6.7,681.0,45000000.0,"['Thriller', 'Mystery']"
Agora,8.029671,39041505.0,2009.4166666666667,127.0,6.9,404.0,70000000.0,"['Adventure', 'Drama', 'History']"
新宿事件,4.382125,0.0,2009.25,119.0,6.7,68.0,15000000.0,"['Drama', 'Action', 'Thriller', 'Crime']"
Dear John,8.371479,114977104.0,2010.1666666666667,115.0,6.6,1302.0,25000000.0,"['Drama', 'Romance', 'War']"
My Name Is Khan,11.264586,42345360.0,2010.1666666666667,145.0,7.7,237.0,12000000.0,"['Drama', 'Romance']"
Harry Brown,7.478206,10329747.0,2009.9166666666667,103.0,6.7,351.0,7300000.0,"['Thriller', 'Crime', 'Drama', 'Action']"
Remember Me,8.307719,56032889.0,2010.25,113.0,6.9,980.0,16000000.0,"['Drama', 'Romance']"
Flesh and the Devil,0.765315,658000.0,1927.0,112.0,7.9,11.0,373000.0,"['Drama', 'Romance']"
마더,5.030112,17112713.0,2009.4166666666667,128.0,7.6,192.0,5000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
How to Train Your Dragon,14.416681,494878759.0,2010.25,98.0,7.5,4319.0,165000000.0,"['Fantasy', 'Adventure', 'Animation', 'Family']"
Micmacs à tire-larigot,5.278672,14000000.0,2009.8333333333333,100.0,6.8,150.0,33000000.0,"['Action', 'Comedy', 'Crime']"
Kick-Ass,17.26045,96188903.0,2010.25,117.0,7.1,4747.0,28000000.0,"['Action', 'Crime']"
Miesten vuoro,0.982331,0.0,2010.25,80.0,6.9,11.0,580000.0,['Documentary']
Free Rainer - Dein Fernseher lügt,2.529219,0.0,2007.75,129.0,6.9,30.0,2500000.0,"['Comedy', 'Drama']"
The Union: The Business Behind Getting High,2.058076,0.0,2007.4166666666667,104.0,7.2,26.0,200000.0,"['Comedy', 'Documentary']"
南京!南京!,7.216103,10652498.0,2009.3333333333333,132.0,7.6,55.0,12000000.0,"['Drama', 'History', 'War']"
Iron Man 2,19.083344,623933331.0,2010.3333333333333,124.0,6.6,6969.0,200000000.0,"['Adventure', 'Action', 'Science Fiction']"
Four Lions,11.934045,4270000.0,2010.4166666666667,101.0,7.1,428.0,967686.0,"['Comedy', 'Crime', 'Drama']"
